id	surface	gloss	level
22278	기준	A standard or basis	B
22314	기차	A train	A
22349	기초	The foundation	B
22372	기초적	Fundamental or  basic	C
22376	기초하다	Make the basis for sth, to use as a basis	C
22391	기침	Coughing	B
22404	기타	The others or  the rest	C
22405	기타	Guitar	B
22495	기호	Taste or  likes	C
22528	기혼	Married, already married	C
22545	기회	An opportunity	B
22552	기획	Planning	C
22567	기후	Climate or  weather	C
22604	긴급	Emergency	C
22633	긴장	Tension	B
22636	긴장감	Feeling of tension	C
22637	긴장되다	Be under tension	C
22646	긴장하다	To become tense	B
22655	길	Road	A
22662	길가	The roadside	B
22667	길거리	A street	B
22695	길다	To be long	A
22736	길어지다	To become long	C
22747	길이	Length or extent	B
22773	김	Seaweed, laver	B
22774	김	1) Steam 2) scent, aroma	C
22778	김밥	Roll of rice and vegetables	A
22784	김치	Spicy cabbage	A
22785	김치찌개	Spicy cabbage soup	B
22786	김포공항	KimPo Domestic (sometimes international) airport	D
22824	깊다	Deep	B
22825	깊숙이	Deep or  far	C
22830	깊이	Deepness	B
22831	깊이	Depth	B
22878	까다	Peel or husk	C
22883	까닭	Reason	B
22906	까만색	black	B
22910	까맣다	to be black	B
22911	까먹다	Crack or  peel and eat	C
22940	까치	the magpie (a type of bird)	C
22953	깍두기	Sliced white radish kimchee; slang for gangster (cuz of the haircut)	C
22972	깎다	Cut or  trim	A
23002	깔끔하다	Be sleek and smart	C
23004	깔다	to pave (a road), lay down a floor, spread a blanket etc.	C
23013	깔리다	To be spread or  overspread	C
23042	깜빡	With a flash or  twinkle	B
23052	깜짝	With a surprise	B
23064	깡패	gangster, hoodlum	C
23068	깨끗이	Clean or  neatly	B
23079	깨끗하다	To be clean or  pure	A
23082	깨끗해지다	Become clean	C
23083	깨다	Wake up from sleep	B
23084	깨다	Break or  crack	B
23088	깨닫다	to realize sth	C
23089	깨달음	Realization	C
23092	깨뜨리다	To break or  crush	C
23095	깨소금	Powdered sesame mixed with salt	C
23097	깨어나다	Return to consciousness	C
23102	깨어지다	To waken	C
23103	깨우다	To wake up or awaken	C
23111	깨지다	To break	B
23126	꺼내다	To get out or  draw out	B
23139	꺼지다	To go or die out	B
23151	꺾다	Break off or  snap off	C
23167	껌	Gum	B
23175	껍질	Skin or  nutshell	B
23228	꼬리	Tail	C
23265	꼬마	A dwarf	C
23315	꼭	Tightly or  fast	C
23316	꼭	For sure	A
23318	꼭대기	The top	B
23336	꼴	Shape or  form or  appearance	C
23356	꼼꼼하다	very careful or meticulous, doing it in a very detailed manner	C
23363	꼼짝	Cannot move	C
23372	꼽히다	To be elected	C
23390	꽂다	Be stuck in or  insert	C
23396	꽃	Flower	A
23455	꽃씨	Flower seed	C
23482	꽃잎	A petal	B
23510	꽉	Tightly or  fast	C
23538	꽤	Fairly or considerably	B
23579	꾸다	Borrow or  loan	B
23580	꾸다	Dream or  have a dream	C
23587	꾸리다	Pack up or  bundle up (2) to make a living, make money	C
23610	꾸미다	Decorate (2) to plan sth, to dream up a scheme	B
23626	꾸준하다	Be steady or  unflagging	C
23627	꾸준히	Untiringly, ceaselessly	B
23628	꾸중	Scolding, a rebuke	C
23644	꿀	Honey or  nectar	B
23671	꿈	A Dream	A
23677	꿈꾸다	To dream	B
23682	꿈속	In a dream	B
23740	끄다	Put out or  extinguish	A
23744	끄덕이다	Nod	B
23760	끈	A string or  a cord; band, bind, braid, braiding, a cord, line	C
23814	끊기다	To be cut off or  severed	C
23818	끊다	Cut off or  sever	B
23820	끊어지다	To break off or  expire or  be done with	B
23834	끊임없다	To not end	C
23835	끊임없이	Constantly or unceasingly	C
23842	끌다	Pull	B
23846	끌리다	To be drawn or  pulled or  dragged	C
23859	끌어당기다	To draw near	C
23874	끓다	Boil or  simmer	B
23877	끓이다	Boil or  heat or  make hot	B
23888	끝	The end	A
23894	끝나다	To draw to a close or  to end	A
23897	끝내	The end	B
23899	끝내다	To end, to put an end to, to finish	A
23912	끝없다	Endless or  unfathomable	C
23913	끝없이	Boundlessly	C
23952	끼	A meal or  a repast	C
23955	끼다	To put on or wear, to wear (a ring)	B
23956	끼다	To smoke	B
23961	끼어들다	Interrupt	C
23964	끼우다	To put between or  insert	C
24003	나	Me	A
24008	나가다	To advance, proceed, go forward	A
24009	나가다	To go out	A
24033	나누다	To divide	B
24040	나누어지다	To become divided	C
24051	나뉘다	Divide	C
24057	나다	To be born	A
24058	나다	To come out, grow, spring up	B
24074	나들이	Going out, an outing ; making a short visit to sb or somewhere	C
24077	나라	A country	A
24084	나란히	In a line, row	C
24095	나르다	to move a long or semi-long distance (not just within a room); Carry, convey, transport	C
24112	나름	Depending on	C
24122	나머지	The rest, the remainder ; as a result of the excess of, as a result	B
24125	나무	Tree	A
24222	나물	Herbs, wild greens	B
24224	나뭇가지	A tree branch, tree branches	B
24226	나뭇잎	Tree leaves	B
24246	나비	Butterfly	B
24260	나빠지다	To become worse	B
24264	나쁘다	To be bad	A
24299	나서다	Come out, come forth	B
24338	나아가다	Advance, go forward	C
24342	나아지다	Become better, be improved	C
24354	나오다	Come out	A
24369	나이	Age	A
24420	나중	The last, the latter part	A
24446	나침반	A compass	C
24454	나타나다	Come out, appear	B
24456	나타내다	Show, display	B
24510	나흘	Four days	B
24572	낙엽	Fallen dead leaves	B
24653	낚시	Fishing	B
24660	낚시꾼	An angler	C
24668	낚싯대	A fishing rod	C
24714	난리	A war, revolt	C
24730	난방	A heated room	C
24872	날	Day	A
24880	날개	The wings	B
24918	날다	To fly	A
24945	날리다	To send flying	C
24974	날씨	Weather	A
24985	날아가다	To fly away	B
24987	날아다니다	Fly about	C
24988	날아오다	Come flying	B
25028	날짜	Date	A
25054	날카롭다	Sharp	C
25061	낡다	Clear	B
25071	남	A man	B
25072	남	Others, other people	C
25073	남	The south	B
25116	남기다	To leave behind	B
25129	남녀	Man and woman	A
25165	남다	Remain, be left over	B
25171	남대문	Seoul's old south gate	D
25172	남대문시장	Shopping center in seoul	D
25182	남동생	Younger brother	A
25194	남매	Brother and sister	B
25199	남미	South america	D
25216	남부	The south part	C
25246	남북	North and south	C
25259	남산	Mountain in south central seoul	D
25284	남성	Male	B
25443	남자	Boy	A
25523	남쪽	South side	A
25539	남편	Husband	A
25551	남학생	Male student	A
25579	납득하다	To convince, persuade oneself	C
25630	낫다	to get better (from an illness)	B
25631	낫다	Superior	B
25665	낭비	Waste	C
25711	낮	Daytime	A
25719	낮다	Be low	A
25720	낮아지다	Become lower	C
25750	낮추다	Lower, make low	C
25762	낯설다	To be unfamiliar with, to be a stranger to ( a person)	B
25775	낱말	A word	C
25784	낳다	To give birth	B
25788	내	Inside	C
25809	내과	Internal medicine	C
25839	내내	All along, the entire time	B
25842	내년	Next year	A
25846	내놓다	Put out, take out	B
25851	내다	to produce something	A
25852	내다	to see through, to make it through sth	A
25853	내다보다	Look out for	C
25854	내달	Next month	C
25879	내려가다	To go down	A
25880	내려놓다	Set or put down	B
25885	내려다보다	Overlook	B
25890	내려오다	Come down	A
25891	내려지다	To become lower	C
25907	내리다	Descend	A
25956	내밀다	To Push out	B
25970	내버리다	Throw away	C
25974	내보내다	Let out, let go out	C
25979	내부	The inside part/side	C
26072	내쉬다	Exhale	C
26110	내외	Men and woman, husband and wife	C
26111	내외	The interior and exterior	C
26114	내용	Contents	B
26123	내용물	Contents	C
26145	내일	Tomorrow	A
26166	내적	Internal	C
26195	내주다	Take out and give away	C
26201	내지	From A to B, the inclusive contents	B
26269	내후년	The year after next year	C
26274	냄비	A pot	B
26277	냄새	Smell	B
26311	냇물	A stream, brook	C
26345	냉동	Refrigeration	C
26371	냉면	Cold noodles soup	A
26372	냉방	A cold or unheated room	C
26397	냉장고	Freezer	A
26440	너	You	A
26464	너머	Beyond, on the other side	B
26466	너무	Too much	A
26519	너무나	Extremely	B
26543	너희	You guys	B
26546	넉	The fourth	C
26548	넉넉하다	To be enough	C
26582	널리	Widely	C
26605	넓다	Broad	A
26607	넓어지다	Get wider	B
26621	넓히다	Widen	B
26625	넘겨주다	Hand over	C
26629	넘기다	Pass over, send across	C
26631	넘다	Cross or go across	B
26637	넘어가다	Cross or go over	B
26638	넘어뜨리다	Throw down	C
26640	넘어서다	Pass over	B
26643	넘어오다	Fall, come down	C
26644	넘어지다	Fall down, collapse	B
26654	넘치다	Overflow	B
26673	넣다	to put/pour/set/insert/thrust/pack/stuff into; to allow or admit in; to count among; to use (a person) as a mediator	A
26677	네	Yes	A
26678	네	Your	A
26681	네거리	Crossroads	B
26748	넥타이	Necktie	A
26756	넷	4	A
26760	넷째	Fourth	A
26761	넷째	Fourth	A
26764	녀석	Fellow	B
26765	년	Year	A
26768	년대	Year	B
26771	년도	Year	B
26776	년생80	Year of birth	C
26851	노동	Labor, work	C
26891	노동자	Laborer, worker	B
26916	노란색	yellow	A
26926	노랗다	Be yellow	B
26927	노래	Song	A
26935	노래방	singing room	B
26944	노래하다	To sing	A
26947	노랫소리	A singing voice	B
26956	노력	Effort	B
26963	노력하다	To try hard, strive	B
27109	노선	a route (e.g. railway tracks, a road)	C
27203	노인	Old person	B
27280	노트	A note	A
27336	녹다	To melt	C
27365	녹색	Green	B
27413	녹음	Recording	B
27420	녹음하다	To record	B
27428	녹이다	Melt, dissolve	C
27437	녹차	Green tea	B
27447	녹화	writing, recording, taking a picture	C
27452	논	A rice field	C
27465	논리	Logic, an argument, the reasons for making an argument, the logic behind an argument	C
27467	논리적	Logical	C
27471	논문	Dissertations , an academic paper (these are 2 separate meanings)	B
27502	논의하다	Discussion	B
27504	논쟁	Controversy, argument	C
27545	논하다	Argue, discuss,debate	C
27557	놀다	Play, amuse oneself	A
27558	놀라다	Be surprised	A
27567	놀랍다	To be surprising	B
27578	놀리다	Banter, tease (2) to move (3) to manipulate, handle	C
27582	놀이	Play, game	B
27588	놀이터	Playground	B
27592	놈	A fellow	C
27624	농구	Basketball	B
27637	농담	A joke	B
27656	농민	A farmer	C
27669	농부	A farmer	C
27670	농사	Farming	B
27674	농사일	Farming	C
27675	농사짓다	To do farming	C
27676	농산물	Agricultural products	C
27696	농업	Agriculture	B
27716	농장	A farm, plantation	C
27727	농촌	A farm village	B
27755	높다	High	A
27757	높아지다	Become high	B
27763	높이	High, aloft (adverb)	B
27764	높이	Height (noun)	B
27765	높이다	Raise, elevate, to make an amount bigger	B
27773	놓다	Put, place	A
27775	놓아두다	Leave as it is, let it be	C
27783	놓이다	Be put on sth else (2) to become peaceful	B
27784	놓치다	Miss, let slip	B
27788	놔두다	Leave as it is, let it be	C
27789	뇌	Brains	C
27903	누구	Who	A
27931	누나	Older sister	A
27970	누르다	Press or push down; muffle, quash, restrain, tame	B
28058	눈	Eyes	A
28059	눈	Snow	A
28070	눈가	The eye rims	C
28074	눈감다	Close the eyes	C
28094	눈길	Line of vision	C
28119	눈동자	The pupil	C
28124	눈뜨다	Open one's eyes	C
28134	눈물	A tear	A
28164	눈병	an eye disease	C
28170	눈부시다	To be dazzling	C
28172	눈빛	The glitter of one's eyes	B
28188	눈썹	The eyebrow	B
28195	눈앞	Before one's eyes	B
28320	눕다	Lie down	B
28346	뉴스	News	A
28367	뉴욕	New york	B
28410	느껴지다	Feel	B
28415	느끼다	To feel	B
28420	느낌	Touch, feel	B
28444	느리다	Be slow, tardy	B
28466	늑대	Wolf	C
28481	늘	Always	B
28487	늘다	Increase, gain	B
28489	늘리다	Increase, multiply	B
28494	늘어나다	Grow longer	B
28496	늘어놓다	(1) Scatter about haphazardly ; (2) 으로 늘어놓다  to arrange, place in order	C
28500	늘어서다	Stand in a row	C
28501	늘어지다	Be lengthened	C
28518	늙다	Grow old	B
28541	능동적	Activity ; voluntary, of its own nature (opp.  수동적)	C
28548	능력	Ability, capability, how much and how well	B
28600	늦가을	Late autumn	C
28602	늦다	To be late (time), to be overdue	A
28607	늦어지다	To become late	C
28702	다	All, everything	A
28718	다가가다	To get near to	B
28721	다가서다	Step up, go near to, come closer	C
28722	다가오다	Approach	B
28764	다녀가다	Drop in for a short visit	B
28765	다녀오다	Drop in for a short visit	A
28772	다니다	Go to and from a aplace	A
28805	다듬다	to trim, to shave	C
28838	다루다	Treat, deal with	C
28843	다르다	Be different	A
28881	다름없다	Be similar, not different	C
28883	다리	Bridge	A
28884	다리	Leg	A
28937	다만	Only, merely	C
28966	다방	Tea room	C
29003	다섯	5	A
29019	다섯째	Fifth	A
29022	다소	1) Large and small, 2) more or less	C
29025	다수	A great number, a plurality	B
29036	다시	Again	A
29352	다양성	Variety	C
29358	다양하다	To be various, diverse	B
29359	다양해지다	To be various	C
29410	다음	Next	A
29469	다이어트	Diet	B
29506	다정하다	To be affectionate, warm-hearted	C
29529	다지다	Make sure, to harden oneself, firm up one`s will	C
29536	다짐하다	Pledge, vow, swear	C
29551	다치다	To hurt	B
29568	다투다	Quarrel	C
29576	다툼	A quarrel	C
29587	다하다	Finish, go through, be exhausted, run out of	B
29595	다행	Good luck	C
29597	다행히	Fortunately	B
29622	닥치다	(1) to approach (2) Shut the mouth!	C
29626	닦다	Wipe clean, polish	A
29639	단	Only one, alone	B
29640	단	A grade or class	C
29673	단계	A step, phase	C
29678	단골	Custom, connection	C
29734	단단하다	Be hard, solid	C
29749	단독	Independence	C
29789	단맛	A sweet taste	B
29886	단순	Simplicity	C
29889	단순하다	Be simple-minded, rather undeveloped	B
29892	단순히	Simply	B
29925	단어	Word	A
29953	단위	A unit of measure, a measured unit, a monad	C
30004	단점	A weak point	B
30047	단지	A public apt complex	B
30048	단지	Simple, merely	B
30058	단체	A corps, a group	B
30076	단추	A button	C
30120	단편	A piece, fragment	C
30142	단풍	Fall foliage	C
30169	닫다	To close	A
30177	닫히다	To shut, be closed	B
30179	달	a month	A
30180	달	The moon	A
30211	달걀	An egg	B
30250	달다	to attach, fix	B
